team,player,value
Venezuela,Diego Osio,0.35
Venezuela,Jorge Yriarte,0.35
Venezuela,Marco Libra,0.3
Gambia,Yankuba Minteh,45.0
Gambia,Abubacarr Sedi Kinteh,7.0
Gambia,Musa Barrow,6.0
Gambia,Abubakr Barry,3.0
Gambia,Youssoupha Sanyang,2.7
Gambia,Abdoulie Manneh,2.5
Gambia,Jesper Ceesay,1.5
Gambia,Sheriff Sinyan,1.4
Gambia,Omar Colley,1.2
Gambia,Adama Bojang,1.2
Gambia,Salieu Drammeh,1.0
Gambia,Abdoulie Ceesay,1.0
Gambia,Yaya Bojang,0.8
Gambia,Abdoulie Sanyang,0.8
Gambia,Ebou Adams,0.7
Gambia,Mouhamadou Drammeh,0.6
Gambia,Joseph Ceesay,0.6
Gambia,Baboucarr Gaye,0.4
Gambia,Sainey Sanyang,0.35
Gambia,Ebrima Jarju,0.3
Gambia,Sheikh Sibi,0.275
Gambia,Alagie Saine,0.25
Gambia,Elvin Mendy,0.2
Gambia,Internacional_1,0.2
Gambia,Internacional_2,0.2
Gambia,Internacional_3,0.2
Australia,Alessandro Circati,12.0
Australia,Jordan Bos,12.0
Australia,Cristian Volpato,10.0
Australia,Nestory Irankunda,8.0
Australia,Mohamed Touré,8.0
Australia,Lucas Herrington,4.5
Australia,Harry Souttar,3.5
Australia,Aiden O'Neill,3.0
Australia,Cammy Devlin,2.0
Australia,Mathew Ryan,1.8
Australia,Kai Trewin,1.8
Australia,Cameron Burgess,1.5
Australia,Connor Metcalfe,1.5
Australia,Paul Okon-Engstler,1.2
Australia,Patrick Beach,1.0
Australia,Jackson Irvine,1.0
Australia,Nishan Velupillay,0.65
Australia,Jacob Italiano,0.6
Australia,Ajdin Hrustic,0.6
Australia,Paul Izzo,0.5
Australia,Awer Mabil,0.5
Australia,Milos Degenek,0.45
Australia,Tete Yengi,0.45
Australia,Jason Geria,0.35
Australia,Mathew Leckie,0.3
Australia,Aziz Behich,0.25
Guinea,Serhou Guirassy,32.0
Guinea,Ilaix Moriba,15.0
Guinea,Seydouba Cissé,3.0
Guinea,Lamine Diaby-Fadiga,3.0
Guinea,Saïdou Sow,2.5
Guinea,Mohamed Kaba,2.5
Guinea,Mohamed Touré,2.0
Guinea,Morlaye Sylla,1.8
Guinea,Aliou Baldé,1.8
Guinea,Yadaly Diaby,1.2
Guinea,Ibrahim Diakité,1.0
Guinea,Ousmane Diabate,1.0
Guinea,Sekou Bangoura,0.9
Guinea,Jocelyn Janneh,0.8
Guinea,Ibrahima Fofana,0.7
Guinea,Issiaga Sylla,0.7
Guinea,Mohamed Cherif Haidara,0.6
Guinea,Mory Konaté,0.5
Guinea,Mohamed Soumah,0.4
Guinea,Sekou Sylla,0.4
Guinea,Ousmane Camara,0.3
Guinea,Mansour Camara,0.3
Guinea,Yakhouba Barry,0.3
Guinea,Aboubacar Camara,0.25
Guinea,Abdoulaye Camara,0.25
Guinea,Gassimou Sylla,0.2
Túnez,Hannibal,15.0
Túnez,Montassar Talbi,8.0
Túnez,Ellyes Skhiri,5.0
Túnez,Ismaël Gharbi,5.0
Túnez,Sebastian Tounekti,5.0
Túnez,Adem Arous,4.0
Túnez,Anis Ben Slimane,4.0
Túnez,Elias Achouri,3.0
Túnez,Ali Abdi,2.0
Túnez,Rani Khedira,2.0
Túnez,Mohamed Belhadj Mahmoud,2.0
Túnez,Elias Saad,2.0
Túnez,Yan Valery,1.5
Túnez,Mortadha Ben Ouanes,1.5
Túnez,Moutaz Neffati,1.2
Túnez,Firas Chaouat,1.2
Túnez,Mohamed Amine Ben Hamida,1.0
Túnez,Khalil Ayari,1.0
Túnez,Hazem Mastouri,0.9
Túnez,Abdelmouhib Chamakh,0.8
Túnez,Aymen Dahmen,0.8
Túnez,Rayan Elloumi,0.8
Túnez,Dylan Bronn,0.6
Túnez,Raed Chikhaoui,0.6
Túnez,Sabri Ben Hessen,0.55
Túnez,Omar Rekik,0.5
Montenegro,Nikola Krstović,30.0
Montenegro,Andrija Bulatovic,8.0
Montenegro,Andrej Kostic,5.0
Montenegro,Milan Roganovic,4.0
Montenegro,Milan Vukotic,3.5
Montenegro,Milutin Osmajic,3.0
Montenegro,Igor Vujacic,2.8
Montenegro,Sead Haksabanovic,2.5
Montenegro,Balsa Popovic,1.2
Montenegro,Stefan Loncar,1.2
Montenegro,Aleksa Latkovic,1.0
Montenegro,Marko Simun,0.7
Montenegro,Andrija Raznatovic,0.6
Montenegro,Vladimir Jovovic,0.6
Montenegro,Balsa Sekulic,0.6
Montenegro,Risto Radunovic,0.55
Montenegro,Igor Nikic,0.5
Montenegro,Slobodan Rubežić,0.5
Montenegro,Andrija Vukcevic,0.5
Montenegro,Nikola Sipcic,0.4
Montenegro,Novica Erakovic,0.4
Montenegro,Stefan Mugosa,0.4
Montenegro,Danijel Petkovic,0.3
Montenegro,Milos Brnovic,0.3
Montenegro,Driton Camaj,0.3
Montenegro,Stevan Jovetić,0.225
Israel,Oscar Gloukh,13.0
Israel,Manor Solomon,8.0
Israel,Stav Lemkin,6.0
Israel,Roy Revivo,4.5
Israel,Idan Toklomati,4.5
Israel,Dor Turgeman,4.5
Israel,Daniel Peretz,4.0
Israel,Gabi Kanichowsky,4.0
Israel,Or Blorian,2.0
Israel,Yarin Levi,2.0
Israel,Sayed Abu Farkhi,2.0
Israel,Stav Turiel,1.8
Israel,Eliel Peretz,1.7
Israel,Omri Glazer,1.5
Israel,Nikita Stoinov,1.5
Israel,Ido Shahar,1.5
Israel,Guy Mizrahi,1.3
Israel,Tay Abed,1.0
Israel,Neta Lavi,0.8
Israel,Assaf Tzur,0.7
Israel,Eli Dasa,0.7
Israel,Idan Nachmias,0.7
Israel,Itay Rotman,0.4
Israel,Internacional_1,0.2
Israel,Internacional_2,0.2
Israel,Internacional_3,0.2
Chile,Darío Osorio,15.0
Chile,Felipe Loyola,7.0
Chile,Gabriel Suazo,6.0
Chile,Vicente Pizarro,4.5
Chile,Gonzalo Tapia,3.5
Chile,Maximiliano Gutiérrez,3.0
Chile,Rodrigo Echeverría,2.5
Chile,Lautaro Millán,2.5
Chile,Lucas Cepeda,2.5
Chile,Brayan Cortés,2.0
Chile,Guillermo Maripán,2.0
Chile,Thomas Gillier,1.8
Chile,Fabián Hormazábal,1.8
Chile,Iván Román,1.5
Chile,Víctor Méndez,1.5
Chile,Clemente Montes,1.5
Chile,Francisco Sierralta,1.2
Chile,Matías Sepúlveda,1.2
Chile,Nils Reichmuth,1.0
Chile,Agustín Arce,1.0
Chile,Iván Morales,1.0
Chile,Igor Lichnovsky,0.8
Chile,Felipe Faúndez,0.8
Chile,Diego Ulloa,0.75
Chile,Lawrence Vigouroux,0.45
Chile,Internacional_1,0.2
Eslovaquia,David Strelec,8.0
Eslovaquia,Adam Obert,7.0
Eslovaquia,Lukas Haraslin,6.0
Eslovaquia,Denis Vavro,5.0
Eslovaquia,Tomas Suslov,4.0
Eslovaquia,Martin Valjent,3.0
Eslovaquia,Ondrej Duda,3.0
Eslovaquia,Dominik Takac,2.8
Eslovaquia,László Bénes,2.5
Eslovaquia,Róbert Boženík,2.5
Eslovaquia,Lubomir Belko,1.8
Eslovaquia,Jakub Surovcik,1.8
Eslovaquia,David Krcik,1.7
Eslovaquia,Lubomir Satka,1.5
Eslovaquia,Peter Pokorný,1.5
Eslovaquia,Mario Sauer,1.5
Eslovaquia,Adrián Kaprálik,1.2
Eslovaquia,Matus Bero,1.0
Eslovaquia,Artur Gajdos,1.0
Eslovaquia,Hugo Pavek,0.65
Eslovaquia,Krisztian Bari,0.5
Eslovaquia,Roman Cerepkai,0.5
Eslovaquia,Peter Kovacik,0.45
Eslovaquia,Roland Galcik,0.45
Eslovaquia,Michal Fasko,0.4
Eslovaquia,Peter Pekarík,0.1
Rumanía,Ștefan Baiaram,5.0
Rumanía,Louis Munteanu,5.0
Rumanía,Darius Olaru,4.5
Rumanía,Ștefan Târnovanu,3.0
Rumanía,Cătălin Cîrjan,3.0
Rumanía,Florinel Coman,3.0
Rumanía,Alexandru Dobre,3.0
Rumanía,Vladimir Screciu,2.5
Rumanía,Matei Ilie,2.5
Rumanía,Andrei Borza,2.5
Rumanía,Vlad Dragomir,2.2
Rumanía,Otto Hindrich,2.0
Rumanía,Tony Strata,2.0
Rumanía,Denis Drăguș,2.0
Rumanía,Nicolae Stanciu,1.8
Rumanía,Olimpiu Moruțan,1.8
Rumanía,Tudor Băluță,1.7
Rumanía,David Matei,1.7
Rumanía,Marian Aioani,1.5
Rumanía,Andrei Burcă,1.5
Rumanía,Deian Sorescu,1.5
Rumanía,Lisav Naif Eissat,1.4
Rumanía,Andrei Coubiș,1.2
Rumanía,Mihai Popescu,0.65
Rumanía,Internacional_1,0.2
Rumanía,Internacional_2,0.2
Haití,Wilson Isidor,18.0
Haití,Jean-Ricner Bellegarde,16.0
Haití,Danley Jean Jacques,3.0
Haití,Josué Casimir,3.0
Haití,Hannes Delcroix,2.0
Haití,Jean-Kévin Duverne,2.0
Haití,Lenny Joseph,2.0
Haití,Carlens Arcus,1.8
Haití,Frantzdy Pierrot,1.5
Haití,Louicius Deedson,1.2
Haití,Wilguens Paugain,0.8
Haití,Derrick Etienne Jr.,0.8
Haití,Duckens Nazon,0.8
Haití,Alexandre Pierre,0.7
Haití,Martin Expérience,0.35
Haití,Ricardo Adé,0.3
Haití,Ruben Providence,0.3
Haití,Yassin Fortuné,0.3
Haití,Leverton Pierre,0.2
Haití,Dominique Simon,0.2
Haití,Johny Placide,0.15
Haití,Duke Lacroix,0.125
Haití,Carl Sainté,0.125
Haití,Keeto Thermoncy,0.1
Haití,Woodensky Pierre,0.1
Haití,Josué Duverger,0.05
Cabo Verde,Logan Costa,15.0
Cabo Verde,Wagner Pina,11.0
Cabo Verde,Kevin Lenini,5.0
Cabo Verde,Sidny Lopes Cabral,4.0
Cabo Verde,Telmo Arcanjo,3.0
Cabo Verde,Hélio Varela,2.5
Cabo Verde,Deroy Duarte,1.8
Cabo Verde,Steven Moreira,1.5
Cabo Verde,Benchimol,1.2
Cabo Verde,CJ dos Santos,1.0
Cabo Verde,Laros Duarte,1.0
Cabo Verde,Jovane Cabral,1.0
Cabo Verde,Willy Semedo,1.0
Cabo Verde,Diney Borges,0.9
Cabo Verde,João Paulo,0.9
Cabo Verde,Dailon Livramento,0.8
Cabo Verde,Jamiro Monteiro,0.65
Cabo Verde,Kelvin Pires,0.4
Cabo Verde,Nuno Da Costa,0.4
Cabo Verde,Márcio Rosa,0.35
Cabo Verde,Garry Rodrigues,0.3
Cabo Verde,Roberto Lopes,0.25
Cabo Verde,Yannick Semedo,0.25
Cabo Verde,Ryan Mendes,0.2
Cabo Verde,Vozinha,0.05
Cabo Verde,Stopira,0.05
Sudáfrica,Lyle Foster,8.0
Sudáfrica,Mbekezeli Mbokazi,3.5
Sudáfrica,Relebohile Mofokeng,3.0
Sudáfrica,Teboho Mokoena,2.8
Sudáfrica,Iqraam Rayners,2.8
Sudáfrica,Samukele Kabini,2.5
Sudáfrica,Oswin Appollis,2.5
Sudáfrica,Ime Okon,2.0
Sudáfrica,Olwethu Makhanya,2.0
Sudáfrica,Thalente Mbatha,2.0
Sudáfrica,Aubrey Modiba,1.8
Sudáfrica,Jayden Adams,1.8
Sudáfrica,Sipho Chaine,1.6
Sudáfrica,Nkosinathi Sibisi,1.6
Sudáfrica,Tshepang Moremi,1.4
Sudáfrica,Evidence Makgopa,1.4
Sudáfrica,Khulumani Ndamane,1.2
Sudáfrica,Thabang Matuludi,1.2
Sudáfrica,Khuliso Mudau,1.2
Sudáfrica,Kamogelo Sebelebele,1.2
Sudáfrica,Bradley Cross,1.0
Sudáfrica,Ronwen Williams,0.8
Sudáfrica,Thapelo Maseko,0.75
Sudáfrica,Yaya Sithole,0.6
Sudáfrica,Ricardo Goss,0.35
Sudáfrica,Themba Zwane,0.25
Angola,Maestro,7.0
Angola,David Carmo,5.0
Angola,Beni Mukendi,4.0
Angola,M'Bala Nzola,4.0
Angola,Gaspar,3.0
Angola,Milson,3.0
Angola,Zito Luvumbo,3.0
Angola,Clinton Mata,2.5
Angola,Manuel Benson,2.2
Angola,Pedro Bondo,2.0
Angola,Rui Modesto,1.8
Angola,Show,1.5
Angola,Gelson Dala,1.5
Angola,Randy Nteka,1.0
Angola,Kelliano,0.8
Angola,Chico Banza,0.7
Angola,Buatu,0.6
Angola,Mário Balbúrdia,0.55
Angola,Núrio Fortuna,0.5
Angola,Tó Carneiro,0.5
Angola,Mabululu,0.5
Angola,Ary Papel,0.25
Angola,Neblú,0.225
Angola,Fredy,0.15
Angola,Signori Antonio,0.125
Angola,Eddie Afonso,0.1
Armenia,Eduard Spertsyan,25.0
Armenia,Nair Tiknizyan,7.0
Armenia,Georgiy Harutyunyan,1.0
Armenia,Edgar Sevikyan,1.0
Armenia,Artem Bandikyan,0.75
Armenia,Narek Grigoryan,0.7
Armenia,Tigran Avanesyan,0.6
Armenia,Grant-Leon Ranos,0.6
Armenia,Zhirayr Shaghoyan,0.5
Armenia,Artur Serobyan,0.5
Armenia,Junior Julio,0.4
Armenia,David Davidyan,0.4
Armenia,Narek Hovhannisyan,0.4
Armenia,Erik Piloyan,0.35
Armenia,Gor Manvelyan,0.35
Armenia,Henri Avagyan,0.3
Armenia,Edgar Grigoryan,0.3
Armenia,Kamo Hovhannisyan,0.3
Armenia,Artur Miranyan,0.3
Armenia,Aleksandr Mishiev,0.25
Armenia,Karlen Hovhannisyan,0.25
Armenia,Arman Ghazaryan,0.2
Armenia,Aram Khamoyan,0.2
Armenia,Arman Nersesyan,0.175
Armenia,Davit Hakobyan,0.175
Armenia,Argishti Petrosyan,0.15
Finlandia,Naatan Skyttä,5.0
Finlandia,Adam Markhiev,4.0
Finlandia,Oliver Antman,4.0
Finlandia,Benjamin Källman,4.0
Finlandia,Joel Pohjanpalo,3.5
Finlandia,Leo Walta,3.0
Finlandia,Lukas Hradecky,1.5
Finlandia,Ville Koski,1.5
Finlandia,Matti Peltola,1.5
Finlandia,Daniel Håkans,1.5
Finlandia,Topi Keskinen,1.4
Finlandia,Niklas Pyyhtiä,1.3
Finlandia,Viljami Sinisalo,1.0
Finlandia,Robin Lod,1.0
Finlandia,Casper Terho,1.0
Finlandia,Santeri Väänänen,0.9
Finlandia,Ryan Mahuta,0.8
Finlandia,Miro Tenho,0.75
Finlandia,Juho Kilo,0.75
Finlandia,Doni Arifi,0.6
Finlandia,Jesse Joronen,0.5
Finlandia,Tony Miettinen,0.45
Finlandia,Anssi Suhonen,0.45
Finlandia,Oiva Jukkola,0.45
Finlandia,Samuli Miettinen,0.4
Finlandia,Rony Jansson,0.35
Arabia Saudita,Saud Abdulhamid,9.0
Arabia Saudita,Musab Al-Juwayr,6.0
Arabia Saudita,Firas Al-Buraikan,3.5
Arabia Saudita,Khalid Al-Ghannam,2.5
Arabia Saudita,Hassan Tambakti,1.8
Arabia Saudita,Mohammed Abu Al-Shamat,1.8
Arabia Saudita,Abdulelah Al-Amri,1.4
Arabia Saudita,Moteb Al-Harbi,1.4
Arabia Saudita,Ali Majrashi,1.4
Arabia Saudita,Nawaf Boushal,1.4
Arabia Saudita,Jehad Thakri,1.2
Arabia Saudita,Ayman Yahya,1.2
Arabia Saudita,Salem Al-Dawsari,1.2
Arabia Saudita,Nasser Al-Dawsari,0.9
Arabia Saudita,Ziyad Al-Johani,0.8
Arabia Saudita,Mohamed Kanno,0.8
Arabia Saudita,Ali Lajami,0.75
Arabia Saudita,Abdullah Al-Khaibari,0.75
Arabia Saudita,Nawaf Al-Aqidi,0.65
Arabia Saudita,Saleh Al-Shehri,0.5
Arabia Saudita,Sultan Mandash,0.35
Arabia Saudita,Abdullah Al-Hamdan,0.35
Arabia Saudita,Alaa Hejji,0.3
Arabia Saudita,Mohammed Al-Owais,0.275
Arabia Saudita,Hassan Kadesh,0.275
Arabia Saudita,Ahmed Al-Kassar,0.175
Guinea-Bisáu,Beto,18.0
Guinea-Bisáu,Renato Nhaga,6.0
Guinea-Bisáu,Álvaro Djaló,4.0
Guinea-Bisáu,Fali Candé,3.0
Guinea-Bisáu,Gilberto Batista,1.5
Guinea-Bisáu,Dálcio,1.0
Guinea-Bisáu,Tamble,1.0
Guinea-Bisáu,Víctor Rofino,0.7
Guinea-Bisáu,Manuel Baldé,0.65
Guinea-Bisáu,Elves Baldé,0.5
Guinea-Bisáu,Flávio Silva,0.45
Guinea-Bisáu,Jefferson Encada,0.4
Guinea-Bisáu,Ricardino,0.3
Guinea-Bisáu,Sori Mané,0.3
Guinea-Bisáu,Nanu,0.3
Guinea-Bisáu,Panutche Camara,0.3
Guinea-Bisáu,Marculino Ninte,0.3
Guinea-Bisáu,Edson Silva,0.25
Guinea-Bisáu,Alassan Manjam,0.25
Guinea-Bisáu,Mauro Rodrigues,0.25
Guinea-Bisáu,Nito,0.225
Guinea-Bisáu,Opa Sangante,0.2
Guinea-Bisáu,Marciano Sanca,0.15
Guinea-Bisáu,Fernando Embadje,0.025
Guinea-Bisáu,Internacional_1,0.2
Guinea-Bisáu,Internacional_2,0.2
Surinam,Joël Piroe,10.0
Surinam,Melayro Bogarde,4.0
Surinam,Gyrano Kerk,3.0
Surinam,Etienne Vaessen,2.5
Surinam,Shaquille Pinas,2.0
Surinam,Kenneth Paal,2.0
Surinam,Immanuel Pherai,1.5
Surinam,Sheraldo Becker,1.5
Surinam,Anfernee Dijksteel,1.2
Surinam,Yannick Leliendal,1.0
Surinam,Jay-Roy Grot,0.75
Surinam,Stefano Denswil,0.7
Surinam,Ridgeciano Haps,0.7
Surinam,Myenty Abena,0.6
Surinam,Denzel Jubitana,0.6
Surinam,Richonell Margaret,0.6
Surinam,Gleofilo Vlijter,0.6
Surinam,Radinio Balker,0.55
Surinam,Warner Hahn,0.45
Surinam,Liam van Gelderen,0.4
Surinam,Tjaronn Chery,0.4
Surinam,Djevencio van der Kust,0.35
Surinam,Jean-Paul Boëtius,0.325
Surinam,Jahnilo Wiegel,0.3
Surinam,Djavan Anderson,0.125
Surinam,Dion Malone,0.075
Gabón,Jacques Ekomié,9.0
Gabón,Denis Bouanga,8.0
Gabón,Mario Lemina,4.5
Gabón,Pierre-Emerick Aubameyang,2.5
Gabón,Anthony Oyono,1.5
Gabón,Shavy Babicka,1.5
Gabón,Jim Allevinah,1.0
Gabón,Michel Mboula,0.9
Gabón,Didier Ndong,0.8
Gabón,Teddy Averlant,0.8
Gabón,Edlin Randy Essang-Matouti,0.55
Gabón,Alex Moucketou-Moussounda,0.45
Gabón,Clench Loufilou,0.4
Gabón,David Sambissa,0.4
Gabón,Jonathan Do Marcolino,0.3
Gabón,Oumar Bagnama,0.3
Gabón,Farhel Owanga,0.3
Gabón,Ben Jorcy Kabinambele,0.3
Gabón,Mick Omfia,0.25
Gabón,Jérémy Oyono,0.25
Gabón,Meshak Babanzila,0.25
Gabón,Yannis M'Bemba,0.225
Gabón,Guélor Kanga,0.225
Gabón,Eric Bocoum,0.225
Gabón,Aaron Appindangoyé,0.2
Gabón,André Poko,0.2
Panamá,Amir Murillo,7.0
Panamá,José Córdoba,5.0
Panamá,Adalberto Carrasquilla,4.0
Panamá,Andrés Andrade,2.5
Panamá,César Blackman,2.5
Panamá,José Luis Rodríguez,2.5
Panamá,Ismael Díaz,1.8
Panamá,Tomás Rodríguez,1.0
Panamá,Azarías Londoño,1.0
Panamá,Edgardo Fariña,0.9
Panamá,Jorge Gutiérrez,0.8
Panamá,Cristian Martínez,0.8
Panamá,Orlando Mosquera,0.7
Panamá,Yoel Bárcenas,0.65
Panamá,Carlos Harvey,0.6
Panamá,José Fajardo,0.55
Panamá,Jiovany Ramos,0.45
Panamá,César Yanis,0.4
Panamá,Fidel Escobar,0.35
Panamá,César Samudio,0.25
Panamá,Cecilio Waterman,0.25
Panamá,Roderick Miller,0.175
Panamá,Luis Mejía,0.15
Panamá,Aníbal Godoy,0.1
Panamá,Alberto Quintero,0.075
Panamá,Éric Davis,0.05
Macedonia del Norte,Eljif Elmas,13.0
Macedonia del Norte,Elmin Rastoder,4.0
Macedonia del Norte,Bojan Miovski,2.5
Macedonia del Norte,Stole Dimitrievski,2.0
Macedonia del Norte,Stefan Despotovski,1.5
Macedonia del Norte,Darko Churlinov,1.5
Macedonia del Norte,Visar Musliu,1.0
Macedonia del Norte,Nikola Serafimov,0.9
Macedonia del Norte,Gjoko Zajkov,0.8
Macedonia del Norte,Din Alomerovic,0.8
Macedonia del Norte,Agon Elezi,0.8
Macedonia del Norte,Sefer Emini,0.8
Macedonia del Norte,Imran Fetai,0.7
Macedonia del Norte,Jani Atanasov,0.6
Macedonia del Norte,Azer Omeragić,0.5
Macedonia del Norte,Sebastián Herrera,0.4
Macedonia del Norte,Georgije Jankulov,0.4
Macedonia del Norte,Darko Velkovski,0.35
Macedonia del Norte,Darko Angjeleski,0.35
Macedonia del Norte,Darko Dodev,0.35
Macedonia del Norte,Jovan Manev,0.3
Macedonia del Norte,Milan Ristovski,0.3
Macedonia del Norte,Davor Taleski,0.25
Macedonia del Norte,Boban Nikolov,0.25
Macedonia del Norte,Damjan Siskovski,0.1
Macedonia del Norte,Internacional_1,0.2
Nueva Zelanda,Chris Wood,5.0
Nueva Zelanda,Tyler Bindon,3.5
Nueva Zelanda,Joe Bell,3.5
Nueva Zelanda,Marko Stamenić,3.0
Nueva Zelanda,Liberato Cacace,2.5
Nueva Zelanda,Callum McCowatt,2.5
Nueva Zelanda,Elijah Just,2.5
Nueva Zelanda,Finn Surman,1.8
Nueva Zelanda,Ben Old,1.8
Nueva Zelanda,Max Crocombe,1.0
Nueva Zelanda,Jesse Randall,0.9
Nueva Zelanda,Ryan Thomas,0.65
Nueva Zelanda,Francis de Vries,0.6
Nueva Zelanda,Alex Rufer,0.6
Nueva Zelanda,Lachlan Bayliss,0.55
Nueva Zelanda,Alex Paulsen,0.5
Nueva Zelanda,Sarpreet Singh,0.5
Nueva Zelanda,Callan Elliot,0.45
Nueva Zelanda,Matthew Garbett,0.45
Nueva Zelanda,Michael Woud,0.4
Nueva Zelanda,Nando Pijnaker,0.4
Nueva Zelanda,Ben Waine,0.4
Nueva Zelanda,Tim Payne,0.35
Nueva Zelanda,Kosta Barbarouses,0.3
Nueva Zelanda,Michael Boxall,0.15
Nueva Zelanda,Tommy Smith,0.05
Irán,Mehdi Ghayedi,4.5
Irán,Mohammad Mohebi,2.5
Irán,Amirhossein Hosseinzadeh,2.2
Irán,Mehdi Taremi,2.0
Irán,Dennis Eckert Ayensa,2.0
Irán,Saeed Ezatolahi,1.8
Irán,Ali Alipour,1.7
Irán,Hossein Kanaani,1.6
Irán,Arya Yousefi,1.5
Irán,Mohammad Ghorbani,1.2
Irán,Amirmohammad Razzaghinia,1.2
Irán,Saman Ghoddos,1.2
Irán,Mehdi Torabi,1.2
Irán,Danial Eiri,1.0
Irán,Milad Mohammadi,0.9
Irán,Saleh Hardani,0.8
Irán,Shahriar Moghanlou,0.8
Irán,Payam Niazmand,0.7
Irán,Alireza Beiranvand,0.65
Irán,Ali Nemati,0.55
Irán,Seyed Hossein Hosseini,0.5
Irán,Alireza Jahanbakhsh,0.5
Irán,Roozbeh Cheshmi,0.45
Irán,Ehsan Hajsafi,0.25
Irán,Ramin Rezaeian,0.25
Irán,Shoja Khalilzadeh,0.1
Perú,Erick Noriega,5.0
Perú,Marcos López,4.0
Perú,Oliver Sonne,4.0
Perú,Fabio Gruber,3.0
Perú,Jairo Concha,1.6
Perú,Kenji Cabrera,1.6
Perú,Renzo Garcés,1.3
Perú,Matías Lazo,1.2
Perú,Maxloren Castro,1.2
Perú,Adrián Ugarriza,1.0
Perú,Alfonso Barco,0.85
Perú,André Carrillo,0.8
Perú,Jairo Vélez,0.7
Perú,Matias Zegarra,0.7
Perú,Marco Huamán,0.6
Perú,Jesús Pretell,0.5
Perú,Adrián Quiroz,0.45
Perú,Rodrigo Vilca,0.4
Perú,Pedro Gallese,0.35
Perú,Matías Córdova,0.35
Perú,Alejandro Duarte,0.325
Perú,Bassco Soyer,0.25
Perú,Yoshimar Yotún,0.225
Perú,Jhonny Vidales,0.225
Perú,Internacional_1,0.2
Perú,Internacional_2,0.2
Bulgaria,Rosen Bozhinov,4.0
Bulgaria,Marin Petkov,3.2
Bulgaria,Lukas Petkov,3.0
Bulgaria,Kristian Dimitrov,2.5
Bulgaria,Martin Georgiev,2.0
Bulgaria,Daniel Naumov,1.5
Bulgaria,Borislav Tsonev,1.5
Bulgaria,Andrian Kraev,1.4
Bulgaria,Teodor Ivanov,1.0
Bulgaria,Georgi Rusev,1.0
Bulgaria,Dimitar Sheytanov,0.8
Bulgaria,Emil Tsenov,0.8
Bulgaria,Zdravko Dimitrov,0.8
Bulgaria,Dimitar Velkovski,0.75
Bulgaria,Petko Panayotov,0.75
Bulgaria,Martin Velichkov,0.7
Bulgaria,Martin Minchev,0.7
Bulgaria,Patrik-Gabriel Galchev,0.6
Bulgaria,Berk Beyhan,0.6
Bulgaria,Hristiyan Petrov,0.5
Bulgaria,Ivan Turitsov,0.5
Bulgaria,Efe Ali,0.5
Bulgaria,Tonislav Yordanov,0.5
Bulgaria,Vladimir Nikolov,0.3
Bulgaria,Andrea Hristov,0.15
Bulgaria,Internacional_1,0.2
Emiratos Árabes Unidos,Nicolás Giménez,4.0
Emiratos Árabes Unidos,Glauber,2.5
Emiratos Árabes Unidos,Mamadou Coulibaly,2.0
Emiratos Árabes Unidos,Guilherme Bala,2.0
Emiratos Árabes Unidos,Marcus Meloni,1.7
Emiratos Árabes Unidos,Yahya Nader,1.5
Emiratos Árabes Unidos,Ali Saleh,1.5
Emiratos Árabes Unidos,Harib Suhail,1.5
Emiratos Árabes Unidos,Ousmane Camara,1.5
Emiratos Árabes Unidos,Yuri César,1.3
Emiratos Árabes Unidos,Khalifa Al-Hammadi,1.2
Emiratos Árabes Unidos,Issam Faiz,1.2
Emiratos Árabes Unidos,Yahya Al-Ghassani,1.2
Emiratos Árabes Unidos,Sasa Ivkovic,0.9
Emiratos Árabes Unidos,Bruno,0.9
Emiratos Árabes Unidos,Richard Akonnor,0.8
Emiratos Árabes Unidos,Abdulla Hamad,0.8
Emiratos Árabes Unidos,Hamad Al-Meqbaali,0.7
Emiratos Árabes Unidos,Mohammed Rabii,0.7
Emiratos Árabes Unidos,Mohammed Al-Baloushi,0.35
Emiratos Árabes Unidos,Bader Abaelaziz,0.3
Emiratos Árabes Unidos,Leonard Amesimeku,0.25
Emiratos Árabes Unidos,Adel Al-Hosani,0.15
Emiratos Árabes Unidos,Ali Khaseif,0.1
Emiratos Árabes Unidos,Internacional_1,0.2
Emiratos Árabes Unidos,Internacional_2,0.2
Costa Rica,Manfred Ugalde,12.0
Costa Rica,Patrick Sequeira,3.5
Costa Rica,Jeyland Mitchell,3.0
Costa Rica,Josimar Alcócer,3.0
Costa Rica,Carlos Mora,2.0
Costa Rica,Orlando Galo,0.8
Costa Rica,Cristopher Núñez,0.55
Costa Rica,Joseth Peraza,0.4
Costa Rica,Bayron Mora,0.3
Costa Rica,Fernán Faerron,0.275
Costa Rica,Haxzel Quirós,0.275
Costa Rica,John Ruiz,0.25
Costa Rica,Darril Araya,0.25
Costa Rica,Aarón Salazar,0.25
Costa Rica,Orlando Sinclair,0.225
Costa Rica,Doryan Rodríguez,0.225
Costa Rica,Luis Flores,0.2
Costa Rica,Andrey Soto,0.2
Costa Rica,Shawn Johnson,0.175
Costa Rica,Gian Mauro Morera,0.175
Costa Rica,Abraham Madriz,0.15
Costa Rica,Internacional_1,0.2
Costa Rica,Internacional_2,0.2
Costa Rica,Internacional_3,0.2
Costa Rica,Internacional_4,0.2
Costa Rica,Internacional_5,0.2
Togo,Kévin Denkey,12.0
Togo,Kodjo Laba,2.8
